Data,Hora,Temperatura,Orvalho,Max,Min,O_max,O_min,U_max,U_min,Umidade
20060725,0,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,100,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,200,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,300,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,400,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,500,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,600,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,700,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,800,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,900,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,1000,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,1100,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,1200,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,1300,19.82,15.32,20.32,19.36,15.7,14.96,78.88,73.78,76.42
20060725,1400,25.2,14.7,25.4,22.2,16.3,14.7,66.0,52.0,52.0
20060725,1500,26.1,14.9,26.1,25.2,15.5,14.0,54.0,48.0,50.0
20060725,1600,27.4,14.6,27.5,25.9,15.1,14.0,50.0,45.0,46.0
20060725,1700,27.4,14.7,27.5,26.3,14.9,13.8,48.0,45.0,46.0
20060725,1800,27.4,14.6,27.9,27.2,15.4,14.5,48.0,45.0,45.0
20060725,1900,27.3,14.8,27.6,27.2,15.1,14.5,47.0,45.0,46.0
20060725,2000,26.3,14.4,27.3,26.3,14.8,14.3,48.0,46.0,48.0
20060725,2100,25.1,14.2,26.3,25.1,14.5,13.9,51.0,48.0,51.0
20060725,2200,23.5,14.1,25.1,23.4,14.3,13.8,56.0,51.0,56.0
20060725,2300,22.5,13.6,23.5,22.5,14.1,13.4,58.0,53.0,57.0
20060726,0,21.6,14.1,22.5,21.6,14.1,13.1,62.0,56.0,62.0
20060726,100,19.7,13.9,21.6,19.7,14.2,13.7,69.0,62.0,69.0
20060726,200,20.4,13.5,20.5,19.6,14.2,13.5,70.0,64.0,64.0
20060726,300,19.2,13.4,20.4,19.2,13.8,13.2,69.0,64.0,69.0
20060726,400,17.9,13.1,19.2,17.9,13.7,13.0,74.0,69.0,73.0
20060726,500,17.5,13.1,18.3,17.5,13.4,12.9,75.0,72.0,75.0
20060726,600,16.4,13.3,17.5,16.4,13.4,12.9,82.0,75.0,82.0
20060726,700,16.3,13.7,16.9,16.3,13.7,13.3,85.0,80.0,85.0
20060726,800,16.0,13.6,16.6,16.0,13.7,13.5,86.0,83.0,86.0
20060726,900,15.8,13.6,16.1,15.7,13.8,13.5,87.0,85.0,87.0
20060726,1000,15.6,13.4,16.1,15.6,13.6,13.3,87.0,85.0,87.0
20060726,1100,17.1,13.7,17.2,15.6,14.1,13.4,87.0,78.0,81.0
20060726,1200,18.8,14.1,18.9,17.1,14.4,13.6,81.0,74.0,74.0
20060726,1300,22.1,14.8,22.1,18.8,14.8,13.9,75.0,62.0,63.0
20060726,1400,24.3,13.1,24.5,21.9,15.1,12.9,64.0,48.0,50.0
20060726,1500,25.0,14.0,25.0,24.3,14.1,12.8,52.0,48.0,50.0
20060726,1600,26.3,14.1,26.5,25.0,14.8,13.9,51.0,47.0,47.0
20060726,1700,26.8,14.4,26.8,25.9,14.6,13.8,48.0,45.0,47.0
20060726,1800,26.8,13.8,27.5,26.5,14.6,13.3,47.0,44.0,45.0
20060726,1900,26.8,13.9,27.1,26.7,14.3,13.7,46.0,44.0,45.0
20060726,2000,26.1,13.9,26.9,26.1,14.4,13.8,47.0,45.0,47.0
20060726,2100,24.0,13.7,26.1,24.0,14.0,13.6,53.0,47.0,52.0
20060726,2200,23.5,12.9,24.0,23.1,13.6,12.8,53.0,51.0,51.0
20060726,2300,22.5,12.3,23.5,22.3,12.9,12.2,54.0,51.0,53.0
20060727,0,21.5,11.9,22.5,21.3,12.4,11.8,55.0,53.0,54.0
20060727,100,21.4,12.0,21.5,20.7,12.6,11.5,60.0,53.0,55.0
20060727,200,20.9,11.8,21.4,20.6,12.2,11.5,58.0,54.0,56.0
20060727,300,18.3,12.8,21.1,18.3,12.8,11.4,70.0,54.0,70.0
20060727,400,18.4,12.3,18.7,18.2,12.8,12.2,70.0,67.0,67.0
20060727,500,17.5,12.3,18.4,17.2,12.5,12.0,74.0,67.0,72.0
20060727,600,16.8,12.0,17.5,16.7,12.8,12.0,76.0,72.0,73.0
20060727,700,16.2,12.3,17.0,16.2,12.4,12.0,78.0,73.0,78.0
20060727,800,15.9,12.5,16.3,15.9,12.9,12.4,80.0,78.0,80.0
20060727,900,14.9,12.4,15.9,14.9,12.6,12.4,85.0,80.0,85.0
20060727,1000,14.8,12.5,14.9,14.4,12.5,12.3,87.0,85.0,86.0
20060727,1100,16.9,13.0,16.9,14.8,13.2,12.4,86.0,76.0,78.0
20060727,1200,19.5,13.4,19.5,16.7,14.1,12.9,81.0,68.0,68.0
20060727,1300,21.9,13.6,22.0,19.5,13.9,13.0,68.0,59.0,59.0
20060727,1400,25.7,14.7,25.7,21.9,15.1,13.5,59.0,50.0,51.0
20060727,1500,26.7,14.2,27.0,25.7,15.4,13.1,52.0,43.0,46.0
20060727,1600,27.6,14.5,27.7,26.4,14.8,13.5,46.0,44.0,45.0
20060727,1700,27.4,14.1,28.2,27.0,14.8,13.9,46.0,43.0,44.0
20060727,1800,27.4,13.7,28.1,27.3,14.5,13.4,44.0,42.0,43.0
20060727,1900,27.3,14.2,27.5,27.0,14.5,13.7,45.0,43.0,45.0
20060727,2000,26.7,14.7,27.3,26.7,14.8,14.2,48.0,45.0,48.0
20060727,2100,24.7,14.7,26.7,24.7,14.8,14.6,54.0,48.0,54.0
20060727,2200,23.8,14.2,24.7,23.7,14.9,14.2,58.0,54.0,55.0
20060727,2300,22.6,14.7,23.8,22.6,14.7,14.1,61.0,55.0,61.0
20060728,0,21.6,14.8,22.6,21.6,15.0,14.5,65.0,61.0,65.0
20060728,100,20.9,14.6,21.6,20.9,14.8,14.4,67.0,64.0,67.0
20060728,200,19.9,14.5,20.9,19.9,14.6,14.4,71.0,67.0,71.0
20060728,300,19.3,14.4,20.0,19.3,14.6,14.3,73.0,70.0,73.0
20060728,400,19.0,14.4,19.4,18.9,14.7,14.3,76.0,73.0,75.0
